"id_cliente","provincia","edad","antiguedad_meses","canal_adquisicion","tipo_poliza","prima_mensual_usd","siniestros_reclamados","score_satisfaccion","churn","Total_Primas_Provincia","Porcentaje_Aporte_Cliente","Ranking_Costo_Provincia","en_riesgo_critico","cartera_vencida_usd","rango_edad"
"EC-10766","Guayas",21,19,"Broker Digital","Familiar Estándar",146.07,0,4,"No",53241.88,0.274351694568261,122,0,0,"18-30 Jóvenes"
"EC-10767","Azuay",36,52,"Broker Digital","Familiar Estándar",117.58,0,3,"No",16510.84,0.712138207383755,68,0,0,"31-55 Adultos"
"EC-10768","Pichincha",24,51,"Asesor Directo","Individual Premium",99.51,0,4,"No",59669.67,0.166768142005813,297,0,0,"18-30 Jóvenes"
"EC-10769","Pichincha",66,35,"Banca Seguros","Familiar Estándar",60.17,0,3,"No",59669.67,0.100838499693395,446,0,0,"56+ Adultos Mayores"
"EC-10770","Pichincha",58,36,"Asesor Directo","Familiar Estándar",71.55,0,2,"Si",59669.67,0.119910165415696,397,0,0,"56+ Adultos Mayores"
"EC-10771","Manabí",64,19,"Banca Seguros","Familiar Estándar",179.34,2,3,"Si",11778.96,1.52254528413374,1,0,0,"56+ Adultos Mayores"
"EC-10772","Guayas",49,31,"Asesor Directo","Individual Premium",122.66,0,3,"Si",53241.88,0.230382548474998,182,0,0,"31-55 Adultos"
"EC-10773","Pichincha",22,13,"Broker Digital","Individual Premium",46.86,0,4,"No",59669.67,0.0785323599074706,494,0,0,"18-30 Jóvenes"
"EC-10774","Guayas",44,23,"Banca Seguros","Individual Premium",55.81,0,4,"No",53241.88,0.10482349608992,398,0,0,"31-55 Adultos"
"EC-10775","Pichincha",40,20,"Broker Digital","Individual Premium",52.33,1,4,"No",59669.67,0.0876994962432338,470,0,0,"31-55 Adultos"
"EC-10776","Pichincha",52,47,"Banca Seguros","Individual Premium",140.71,0,3,"No",59669.67,0.23581494585105,136,0,0,"31-55 Adultos"
"EC-10777","Guayas",64,45,"Banca Seguros","Corporativo Empresarial",143.02,1,4,"No",53241.88,0.268623121497588,131,0,0,"56+ Adultos Mayores"
"EC-10778","Guayas",40,27,"Banca Seguros","Individual Premium",146.32,0,4,"Si",53241.88,0.274821249737988,121,0,0,"31-55 Adultos"
"EC-10779","Guayas",62,4,"Banca Seguros","Familiar Estándar",115.79,0,4,"Si",53241.88,0.217479172410892,203,0,0,"56+ Adultos Mayores"
"EC-10780","Pichincha",44,9,"Asesor Directo","Individual Premium",110.53,1,3,"No",59669.67,0.185236486141117,259,0,0,"31-55 Adultos"
"EC-10781","Azuay",26,10,"Banca Seguros","Familiar Estándar",16.16,0,2,"No",16510.84,0.0978750929692251,163,0,0,"18-30 Jóvenes"
"EC-10782","Tungurahua",40,17,"Broker Digital","Familiar Estándar",32.89,0,5,"No",6921.02,0.475218970614158,59,0,0,"31-55 Adultos"
"EC-10783","Pichincha",25,3,"Asesor Directo","Corporativo Empresarial",130.77,1,2,"Si",59669.67,0.219156566476738,177,0,0,"18-30 Jóvenes"
"EC-10784","Pichincha",55,45,"Banca Seguros","Corporativo Empresarial",38.42,0,4,"No",59669.67,0.0643878204789804,517,0,0,"31-55 Adultos"
"EC-10785","Azuay",60,48,"Banca Seguros","Familiar Estándar",92.48,1,5,"No",16510.84,0.560116868675367,93,0,0,"56+ Adultos Mayores"
"EC-10786","Guayas",22,46,"Banca Seguros","Corporativo Empresarial",84.17,0,4,"No",53241.88,0.158089834543784,315,0,0,"18-30 Jóvenes"
"EC-10787","Pichincha",18,28,"Banca Seguros","Familiar Estándar",109.75,0,5,"No",59669.67,0.183929289369289,262,0,0,"18-30 Jóvenes"
"EC-10788","Guayas",29,13,"Asesor Directo","Familiar Estándar",163.23,0,3,"No",53241.88,0.306581961418342,67,0,0,"18-30 Jóvenes"
"EC-10789","Guayas",40,10,"Broker Digital","Corporativo Empresarial",120.3,0,3,"Si",53241.88,0.225949947672772,187,0,0,"31-55 Adultos"
"EC-10790","Pichincha",42,33,"Banca Seguros","Familiar Estándar",90.49,0,3,"No",59669.67,0.151651584464938,327,0,0,"31-55 Adultos"
"EC-10791","Pichincha",54,36,"Asesor Directo","Familiar Estándar",114.73,0,4,"No",59669.67,0.192275237989417,247,0,0,"31-55 Adultos"
"EC-10792","Guayas",39,42,"Banca Seguros","Individual Premium",32.55,0,1,"Si",53241.88,0.0611360830984931,467,0,0,"31-55 Adultos"
"EC-10793","Pichincha",61,42,"Asesor Directo","Familiar Estándar",102.25,0,2,"No",59669.67,0.171360089640181,282,0,0,"56+ Adultos Mayores"
"EC-10794","Pichincha",22,24,"Banca Seguros","Individual Premium",63.35,0,3,"Si",59669.67,0.106167840378537,430,0,0,"18-30 Jóvenes"
"EC-10795","Guayas",24,1,"Banca Seguros","Individual Premium",62.51,0,2,"No",53241.88,0.117407574638612,379,0,0,"18-30 Jóvenes"
"EC-10796","Manabí",37,32,"Banca Seguros","Individual Premium",81.44,1,4,"No",11778.96,0.691402296976983,74,0,0,"31-55 Adultos"
"EC-10797","Guayas",59,22,"Banca Seguros","Corporativo Empresarial",134.04,0,3,"No",53241.88,0.251756699800984,153,0,0,"56+ Adultos Mayores"
"EC-10798","Pichincha",41,16,"Asesor Directo","Corporativo Empresarial",41.36,0,3,"Si",59669.67,0.0693149467727909,507,0,0,"31-55 Adultos"
"EC-10799","Pichincha",40,40,"Asesor Directo","Individual Premium",179.23,0,4,"No",59669.67,0.300370355659751,3,0,0,"31-55 Adultos"
"EC-10800","Manabí",27,4,"Broker Digital","Individual Premium",47.37,0,3,"Si",11778.96,0.40215774567534,99,0,0,"18-30 Jóvenes"
"EC-10801","Pichincha",50,24,"Banca Seguros","Individual Premium",82.64,0,3,"No",59669.67,0.138495822081805,352,0,0,"31-55 Adultos"
"EC-10802","Guayas",68,54,"Banca Seguros","Familiar Estándar",130.49,0,5,"No",53241.88,0.245089016390856,162,0,0,"56+ Adultos Mayores"
"EC-10803","Azuay",59,13,"Banca Seguros","Familiar Estándar",143.27,0,3,"No",16510.84,0.867732956045846,43,0,0,"56+ Adultos Mayores"
"EC-10804","Pichincha",44,17,"Banca Seguros","Familiar Estándar",24.54,0,1,"No",59669.67,0.0411264215136434,556,0,0,"31-55 Adultos"
"EC-10805","Manabí",53,12,"Banca Seguros","Corporativo Empresarial",117.48,1,4,"No",11778.96,0.997371584588113,46,0,0,"31-55 Adultos"
"EC-10806","Guayas",21,43,"Broker Digital","Individual Premium",59.39,0,4,"No",53241.88,0.111547526120415,388,0,0,"18-30 Jóvenes"
"EC-10807","Manabí",39,60,"Banca Seguros","Familiar Estándar",163.67,3,5,"Si",11778.96,1.38951146790549,9,0,0,"31-55 Adultos"
"EC-10808","Pichincha",56,10,"Banca Seguros","Familiar Estándar",153.48,0,5,"Si",59669.67,0.257216103256479,93,0,0,"56+ Adultos Mayores"
"EC-10809","Azuay",21,1,"Asesor Directo","Familiar Estándar",122.47,2,3,"Si",16510.84,0.74175511361021,64,0,0,"18-30 Jóvenes"
"EC-10810","Pichincha",51,60,"Broker Digital","Individual Premium",165.57,0,4,"No",59669.67,0.277477653219802,56,0,0,"31-55 Adultos"
"EC-10811","Azuay",69,7,"Banca Seguros","Individual Premium",79.23,2,3,"Si",16510.84,0.479866560393051,106,0,0,"56+ Adultos Mayores"
"EC-10812","Tungurahua",38,10,"Banca Seguros","Corporativo Empresarial",50.5,0,3,"No",6921.02,0.729661234904682,56,0,0,"31-55 Adultos"
"EC-10813","Guayas",43,32,"Banca Seguros","Individual Premium",78.05,1,3,"No",53241.88,0.14659512398886,329,0,0,"31-55 Adultos"
"EC-10814","Manabí",52,34,"Banca Seguros","Individual Premium",117.45,0,4,"Si",11778.96,0.997116893172233,47,0,0,"31-55 Adultos"
"EC-10815","Azuay",18,20,"Asesor Directo","Corporativo Empresarial",148,0,3,"No",16510.84,0.896380801945873,35,0,0,"18-30 Jóvenes"
"EC-10816","Guayas",41,36,"Banca Seguros","Familiar Estándar",150.43,0,2,"No",53241.88,0.282540736728305,104,0,0,"31-55 Adultos"
"EC-10817","Pichincha",63,38,"Banca Seguros","Familiar Estándar",105.14,0,3,"Si",59669.67,0.176203421269131,276,0,0,"56+ Adultos Mayores"
"EC-10818","Pichincha",21,29,"Asesor Directo","Corporativo Empresarial",104.17,0,5,"No",59669.67,0.174577804770832,278,0,0,"18-30 Jóvenes"
"EC-10819","Guayas",59,12,"Broker Digital","Familiar Estándar",156.67,0,1,"No",53241.88,0.294260833764698,82,0,0,"56+ Adultos Mayores"
"EC-10820","Guayas",29,14,"Banca Seguros","Individual Premium",170.47,1,3,"Si",53241.88,0.320180279133644,32,0,0,"18-30 Jóvenes"
"EC-10821","Pichincha",46,17,"Banca Seguros","Corporativo Empresarial",30.37,3,5,"No",59669.67,0.0508968794364038,539,0,0,"31-55 Adultos"
"EC-10822","Pichincha",57,45,"Banca Seguros","Familiar Estándar",146.85,0,3,"No",59669.67,0.246104930695947,113,0,0,"56+ Adultos Mayores"
"EC-10823","Pichincha",44,40,"Asesor Directo","Individual Premium",157.46,0,4,"No",59669.67,0.263886158579392,79,0,0,"31-55 Adultos"
"EC-10824","Guayas",69,19,"Banca Seguros","Familiar Estándar",175.14,1,3,"Si",53241.88,0.32895156970415,17,0,0,"56+ Adultos Mayores"
"EC-10825","Tungurahua",35,13,"Banca Seguros","Individual Premium",170.94,0,4,"No",6921.02,2.46986715830904,6,0,0,"31-55 Adultos"
"EC-10826","Azuay",32,20,"Broker Digital","Familiar Estándar",174.18,0,3,"Si",16510.84,1.05494329785765,8,0,0,"31-55 Adultos"
"EC-10827","Pichincha",52,33,"Broker Digital","Individual Premium",122.36,0,4,"No",59669.67,0.205062303847164,208,0,0,"31-55 Adultos"
"EC-10828","Guayas",56,49,"Banca Seguros","Individual Premium",87.34,0,3,"Si",53241.88,0.164043794095926,303,0,0,"56+ Adultos Mayores"
"EC-10829","Pichincha",62,36,"Banca Seguros","Familiar Estándar",125.63,0,3,"Si",59669.67,0.210542474929055,195,0,0,"56+ Adultos Mayores"
"EC-10830","Guayas",61,2,"Asesor Directo","Corporativo Empresarial",39.77,0,3,"No",53241.88,0.0746968364002173,445,0,0,"56+ Adultos Mayores"
"EC-10831","Guayas",29,4,"Banca Seguros","Corporativo Empresarial",178.39,1,4,"Si",53241.88,0.335055786910605,6,0,0,"18-30 Jóvenes"
"EC-10832","Azuay",45,19,"Banca Seguros","Individual Premium",37.81,0,2,"Si",16510.84,0.22900106838901,141,0,0,"31-55 Adultos"
"EC-10833","Guayas",31,59,"Banca Seguros","Familiar Estándar",168.64,0,1,"Si",53241.88,0.316743135291241,45,0,0,"31-55 Adultos"
"EC-10834","Azuay",63,39,"Banca Seguros","Familiar Estándar",157.96,0,2,"No",16510.84,0.956704807266014,22,0,0,"56+ Adultos Mayores"
"EC-10835","Manabí",34,58,"Banca Seguros","Familiar Estándar",34.42,0,4,"No",11778.96,0.292215951153582,105,0,0,"31-55 Adultos"
"EC-10836","Guayas",23,23,"Asesor Directo","Individual Premium",157.48,0,1,"Si",53241.88,0.295782192514614,80,0,0,"18-30 Jóvenes"
"EC-10837","Azuay",56,33,"Broker Digital","Familiar Estándar",138.59,0,4,"No",16510.84,0.839387941497828,47,0,0,"56+ Adultos Mayores"
"EC-10838","Guayas",28,53,"Broker Digital","Familiar Estándar",66.51,0,5,"No",53241.88,0.124920457354248,363,0,0,"18-30 Jóvenes"
"EC-10839","Guayas",27,45,"Banca Seguros","Familiar Estándar",115.37,0,4,"No",53241.88,0.21669031972575,206,0,0,"18-30 Jóvenes"
"EC-10840","Azuay",58,51,"Banca Seguros","Familiar Estándar",81.13,1,5,"Si",16510.84,0.491374151769383,104,0,0,"56+ Adultos Mayores"
"EC-10841","Manabí",36,22,"Banca Seguros","Individual Premium",96.66,1,4,"Si",11778.96,0.820615741967033,64,0,0,"31-55 Adultos"
"EC-10842","Guayas",38,32,"Banca Seguros","Individual Premium",15.5,0,5,"No",53241.88,0.029112420523092,526,0,0,"31-55 Adultos"
"EC-10843","Manabí",46,13,"Broker Digital","Familiar Estándar",143.07,0,5,"No",11778.96,1.2146233623342,26,0,0,"31-55 Adultos"
"EC-10844","Manabí",24,49,"Banca Seguros","Corporativo Empresarial",159.09,0,3,"Si",11778.96,1.35062857841439,11,0,0,"18-30 Jóvenes"
"EC-10845","Guayas",56,4,"Banca Seguros","Individual Premium",52.8,1,2,"Si",53241.88,0.0991700518464036,410,0,0,"56+ Adultos Mayores"
"EC-10846","Pichincha",21,36,"Banca Seguros","Corporativo Empresarial",99.76,2,4,"Si",59669.67,0.167187115330117,296,0,0,"18-30 Jóvenes"
"EC-10847","Guayas",37,52,"Banca Seguros","Individual Premium",91.24,1,2,"Si",53241.88,0.171368854743672,293,0,0,"31-55 Adultos"
"EC-10848","Guayas",68,23,"Asesor Directo","Corporativo Empresarial",169.58,0,3,"No",53241.88,0.318508662729415,39,0,0,"56+ Adultos Mayores"
"EC-10849","Pichincha",34,31,"Banca Seguros","Familiar Estándar",92.4,0,5,"Si",59669.67,0.154852540662618,324,0,0,"31-55 Adultos"
"EC-10850","Azuay",23,51,"Broker Digital","Corporativo Empresarial",167.68,0,2,"Si",16510.84,1.01557522209651,14,0,0,"18-30 Jóvenes"
"EC-10851","Pichincha",70,12,"Banca Seguros","Corporativo Empresarial",135.58,0,3,"No",59669.67,0.227217613236339,156,0,0,"56+ Adultos Mayores"
"EC-10852","Pichincha",52,14,"Asesor Directo","Corporativo Empresarial",102.69,1,2,"Si",59669.67,0.172097482690955,281,0,0,"31-55 Adultos"
"EC-10853","Guayas",60,47,"Asesor Directo","Corporativo Empresarial",116.79,0,4,"No",53241.88,0.219357393089801,199,0,0,"56+ Adultos Mayores"
"EC-10854","Pichincha",23,38,"Asesor Directo","Familiar Estándar",55.59,1,4,"No",59669.67,0.093162908392153,463,0,0,"18-30 Jóvenes"
"EC-10855","Guayas",18,20,"Asesor Directo","Individual Premium",163.48,0,4,"Si",53241.88,0.307051516588069,63,0,0,"18-30 Jóvenes"
"EC-10856","Guayas",27,17,"Asesor Directo","Familiar Estándar",38.56,0,5,"No",53241.88,0.0724241893787372,447,0,0,"18-30 Jóvenes"
"EC-10857","Guayas",26,27,"Banca Seguros","Individual Premium",170.2,0,4,"Si",53241.88,0.319673159550339,34,0,0,"18-30 Jóvenes"
"EC-10858","Pichincha",63,2,"Banca Seguros","Corporativo Empresarial",32.07,0,3,"No",59669.67,0.0537458980416684,533,0,0,"56+ Adultos Mayores"
"EC-10859","Guayas",42,4,"Banca Seguros","Corporativo Empresarial",160.84,1,1,"Si",53241.88,0.302093013995749,74,0,0,"31-55 Adultos"
"EC-10860","Pichincha",19,23,"Banca Seguros","Familiar Estándar",178.54,1,3,"Si",59669.67,0.299213989284673,6,0,0,"18-30 Jóvenes"
"EC-10861","Pichincha",66,41,"Banca Seguros","Individual Premium",177.27,1,5,"No",59669.67,0.297085604797211,14,0,0,"56+ Adultos Mayores"
"EC-10862","Azuay",32,45,"Broker Digital","Corporativo Empresarial",34.02,0,4,"No",16510.84,0.206046451906747,146,0,0,"31-55 Adultos"
"EC-10863","Pichincha",49,8,"Asesor Directo","Corporativo Empresarial",173.88,0,3,"Si",59669.67,0.291404326519654,26,0,0,"31-55 Adultos"
"EC-10864","Tungurahua",62,16,"Asesor Directo","Familiar Estándar",165.88,0,3,"No",6921.02,2.39675654744532,8,0,0,"56+ Adultos Mayores"
"EC-10865","Guayas",49,33,"Banca Seguros","Individual Premium",150.51,0,1,"No",53241.88,0.282690994382618,103,0,0,"31-55 Adultos"
"EC-10866","Guayas",21,12,"Banca Seguros","Individual Premium",94.01,0,3,"No",53241.88,0.17657152602425,279,0,0,"18-30 Jóvenes"
"EC-10867","Pichincha",50,21,"Banca Seguros","Individual Premium",75.41,1,5,"No",59669.67,0.126379113542944,379,0,0,"31-55 Adultos"
"EC-10868","Azuay",20,19,"Broker Digital","Corporativo Empresarial",107.63,0,2,"No",16510.84,0.651874768334016,76,0,0,"18-30 Jóvenes"
"EC-10869","Guayas",32,38,"Asesor Directo","Corporativo Empresarial",66.15,0,1,"Si",53241.88,0.124244297909841,365,0,0,"31-55 Adultos"
"EC-10870","Pichincha",27,39,"Banca Seguros","Familiar Estándar",75.79,0,4,"No",59669.67,0.127015952995886,378,0,0,"18-30 Jóvenes"
"EC-10871","Tungurahua",54,4,"Banca Seguros","Familiar Estándar",152.37,0,4,"Si",6921.02,2.20155410618666,18,0,0,"31-55 Adultos"
"EC-10872","Guayas",66,18,"Banca Seguros","Familiar Estándar",128.78,1,4,"Si",53241.88,0.241877259029922,169,0,0,"56+ Adultos Mayores"
"EC-10873","Pichincha",68,46,"Broker Digital","Individual Premium",129.63,0,4,"No",59669.67,0.217246048117913,180,0,0,"56+ Adultos Mayores"
"EC-10874","Pichincha",19,3,"Banca Seguros","Individual Premium",74.77,0,2,"Si",59669.67,0.125306541832727,382,0,0,"18-30 Jóvenes"
"EC-10875","Guayas",57,18,"Banca Seguros","Familiar Estándar",146.96,0,4,"No",53241.88,0.27602331097249,119,0,0,"56+ Adultos Mayores"
"EC-10876","Pichincha",64,8,"Asesor Directo","Familiar Estándar",171.11,0,2,"Si",59669.67,0.28676210208637,31,0,0,"56+ Adultos Mayores"
"EC-10877","Guayas",35,9,"Broker Digital","Individual Premium",137.14,0,4,"No",53241.88,0.257579183905602,146,0,0,"31-55 Adultos"
"EC-10878","Manabí",64,44,"Banca Seguros","Individual Premium",109.64,0,4,"No",11778.96,0.930812227904671,54,0,0,"56+ Adultos Mayores"
"EC-10879","Pichincha",21,51,"Banca Seguros","Individual Premium",167.2,1,4,"Si",59669.67,0.280209359294261,42,0,0,"18-30 Jóvenes"
"EC-10880","Azuay",51,4,"Broker Digital","Individual Premium",156.63,0,3,"No",16510.84,0.948649493302582,27,0,0,"31-55 Adultos"
"EC-10881","Guayas",26,2,"Banca Seguros","Corporativo Empresarial",106.25,0,1,"No",53241.88,0.199560947134098,239,0,0,"18-30 Jóvenes"
"EC-10882","Guayas",60,14,"Asesor Directo","Individual Premium",96.58,0,4,"No",53241.88,0.181398553169047,271,0,0,"56+ Adultos Mayores"
"EC-10883","Pichincha",70,46,"Banca Seguros","Individual Premium",177.2,0,4,"No",59669.67,0.296968292266406,15,0,0,"56+ Adultos Mayores"
"EC-10884","Pichincha",18,25,"Broker Digital","Corporativo Empresarial",86.15,1,4,"No",59669.67,0.144378207555028,342,0,0,"18-30 Jóvenes"
"EC-10885","Guayas",21,18,"Banca Seguros","Individual Premium",123.88,0,4,"Si",53241.88,0.232673977703267,178,0,0,"18-30 Jóvenes"
"EC-10886","Pichincha",35,18,"Asesor Directo","Corporativo Empresarial",84.29,0,4,"Si",59669.67,0.141261046022209,345,0,0,"31-55 Adultos"
"EC-10887","Pichincha",68,32,"Asesor Directo","Individual Premium",166.58,1,4,"Si",59669.67,0.279170305449988,48,0,0,"56+ Adultos Mayores"
"EC-10888","Guayas",67,9,"Banca Seguros","Individual Premium",44.36,0,5,"No",53241.88,0.0833178693164103,431,0,0,"56+ Adultos Mayores"
"EC-10889","Pichincha",54,18,"Banca Seguros","Corporativo Empresarial",71.37,0,3,"Si",59669.67,0.119608504622198,398,0,0,"31-55 Adultos"
"EC-10890","Pichincha",55,8,"Broker Digital","Familiar Estándar",122.03,2,3,"No",59669.67,0.204509259059083,211,0,0,"31-55 Adultos"
"EC-10891","Pichincha",44,36,"Asesor Directo","Familiar Estándar",124.63,2,2,"Si",59669.67,0.208866581631841,198,1,124.63,"31-55 Adultos"
"EC-10892","Tungurahua",54,41,"Banca Seguros","Familiar Estándar",69.02,1,3,"No",6921.02,0.997251850160814,45,0,0,"31-55 Adultos"
"EC-10893","Pichincha",53,25,"Banca Seguros","Corporativo Empresarial",64.88,2,4,"Si",59669.67,0.108731957123276,422,0,0,"31-55 Adultos"
"EC-10894","Guayas",68,32,"Banca Seguros","Individual Premium",120.68,0,4,"Si",53241.88,0.226663671530757,186,0,0,"56+ Adultos Mayores"
"EC-10895","Guayas",57,48,"Banca Seguros","Familiar Estándar",24.98,1,4,"No",53241.88,0.0469179525591508,494,0,0,"56+ Adultos Mayores"
"EC-10896","Guayas",27,33,"Broker Digital","Familiar Estándar",111.35,0,4,"No",53241.88,0.209139872596535,218,0,0,"18-30 Jóvenes"
"EC-10897","Pichincha",55,23,"Asesor Directo","Familiar Estándar",33.09,0,1,"No",59669.67,0.0554553092048272,529,0,0,"31-55 Adultos"
"EC-10898","Pichincha",21,38,"Broker Digital","Corporativo Empresarial",126.79,2,3,"Si",59669.67,0.212486511153824,192,0,0,"18-30 Jóvenes"
"EC-10899","Guayas",48,21,"Banca Seguros","Corporativo Empresarial",176.96,0,1,"No",53241.88,0.332369931339765,11,0,0,"31-55 Adultos"
"EC-10900","Guayas",18,17,"Banca Seguros","Familiar Estándar",147.92,0,2,"No",53241.88,0.277826402824243,116,0,0,"18-30 Jóvenes"
"EC-10901","Guayas",52,20,"Asesor Directo","Individual Premium",42.07,3,3,"Si",53241.88,0.0790167439617083,438,0,0,"31-55 Adultos"
"EC-10902","Manabí",21,60,"Banca Seguros","Corporativo Empresarial",70.23,0,4,"No",11778.96,0.596232604576295,86,0,0,"18-30 Jóvenes"
"EC-10903","Pichincha",70,38,"Asesor Directo","Familiar Estándar",19.6,0,5,"No",59669.67,0.0328475086254038,578,0,0,"56+ Adultos Mayores"
"EC-10904","Guayas",52,49,"Asesor Directo","Individual Premium",89.38,1,3,"Si",53241.88,0.167875364280901,297,0,0,"31-55 Adultos"
"EC-10905","Pichincha",47,23,"Banca Seguros","Corporativo Empresarial",78.52,0,3,"No",59669.67,0.131591141697281,364,0,0,"31-55 Adultos"
"EC-10906","Guayas",49,42,"Banca Seguros","Individual Premium",166.71,0,3,"No",53241.88,0.313118169380946,52,0,0,"31-55 Adultos"
"EC-10907","Manabí",21,51,"Broker Digital","Individual Premium",51.97,0,3,"No",11778.96,0.441210429443686,96,0,0,"18-30 Jóvenes"
"EC-10908","Manabí",21,23,"Banca Seguros","Familiar Estándar",90.74,0,4,"Si",11778.96,0.770356635899944,68,0,0,"18-30 Jóvenes"
"EC-10909","Pichincha",37,29,"Banca Seguros","Familiar Estándar",137.99,0,5,"No",59669.67,0.231256516082626,147,0,0,"31-55 Adultos"
"EC-10910","Azuay",55,55,"Asesor Directo","Familiar Estándar",178.45,0,4,"No",16510.84,1.0808050953192,2,0,0,"31-55 Adultos"
"EC-10911","Pichincha",33,51,"Banca Seguros","Individual Premium",87.75,0,2,"Si",59669.67,0.147059636830571,335,0,0,"31-55 Adultos"
"EC-10912","Guayas",64,40,"Asesor Directo","Familiar Estándar",163.23,0,5,"No",53241.88,0.306581961418342,67,0,0,"56+ Adultos Mayores"
"EC-10913","Pichincha",22,44,"Banca Seguros","Individual Premium",109.42,1,5,"Si",59669.67,0.183376244581209,263,0,0,"18-30 Jóvenes"
"EC-10914","Azuay",44,40,"Asesor Directo","Familiar Estándar",40.41,0,3,"Si",16510.84,0.244748298693464,136,0,0,"31-55 Adultos"
"EC-10915","Manabí",56,9,"Banca Seguros","Familiar Estándar",79.26,0,2,"No",11778.96,0.672894720756332,78,0,0,"56+ Adultos Mayores"
"EC-10916","Guayas",58,15,"Banca Seguros","Corporativo Empresarial",133.63,1,3,"Si",53241.88,0.250986629322631,154,0,0,"56+ Adultos Mayores"
"EC-10917","Pichincha",25,18,"Banca Seguros","Individual Premium",99.81,1,4,"Si",59669.67,0.167270909994977,295,0,0,"18-30 Jóvenes"
"EC-10918","Tungurahua",21,43,"Asesor Directo","Corporativo Empresarial",159.85,0,3,"No",6921.02,2.3096306613765,11,0,0,"18-30 Jóvenes"
"EC-10919","Pichincha",21,58,"Banca Seguros","Individual Premium",134.93,0,4,"No",59669.67,0.22612828259315,160,0,0,"18-30 Jóvenes"
"EC-10920","Guayas",56,2,"Broker Digital","Familiar Estándar",138.32,0,4,"No",53241.88,0.259795484306715,142,0,0,"56+ Adultos Mayores"
"EC-10921","Azuay",22,52,"Asesor Directo","Individual Premium",150.45,0,5,"No",16510.84,0.911219538194301,31,0,0,"18-30 Jóvenes"
"EC-10922","Azuay",42,19,"Banca Seguros","Individual Premium",36.63,0,5,"No",16510.84,0.221854248481604,144,0,0,"31-55 Adultos"
"EC-10923","Manabí",37,30,"Asesor Directo","Familiar Estándar",54.21,0,3,"No",11778.96,0.460227388496098,94,0,0,"31-55 Adultos"
"EC-10924","Azuay",66,18,"Banca Seguros","Individual Premium",101.51,0,3,"No",16510.84,0.614808210848146,86,0,0,"56+ Adultos Mayores"
"EC-10925","Guayas",54,15,"Asesor Directo","Individual Premium",175.98,2,4,"Si",53241.88,0.330529275074434,14,0,0,"31-55 Adultos"
"EC-10926","Azuay",18,10,"Banca Seguros","Familiar Estándar",40.31,0,3,"Si",16510.84,0.244142635989447,137,0,0,"18-30 Jóvenes"
"EC-10927","Tungurahua",19,7,"Banca Seguros","Familiar Estándar",159.13,1,2,"Si",6921.02,2.29922757050261,12,0,0,"18-30 Jóvenes"
"EC-10928","Azuay",21,2,"Broker Digital","Familiar Estándar",27.05,0,4,"No",16510.84,0.163831761436729,152,0,0,"18-30 Jóvenes"
"EC-10929","Pichincha",42,57,"Banca Seguros","Familiar Estándar",71.09,0,2,"Si",59669.67,0.119139254498977,401,0,0,"31-55 Adultos"
"EC-10930","Guayas",48,52,"Banca Seguros","Familiar Estándar",48.24,0,2,"Si",53241.88,0.0906053655505779,423,0,0,"31-55 Adultos"
"EC-10931","Guayas",44,6,"Asesor Directo","Individual Premium",49.99,1,2,"No",53241.88,0.0938922517386689,418,0,0,"31-55 Adultos"
"EC-10932","Pichincha",63,3,"Banca Seguros","Familiar Estándar",126.93,0,2,"Si",59669.67,0.212721136215434,191,0,0,"56+ Adultos Mayores"
"EC-10933","Pichincha",29,21,"Banca Seguros","Familiar Estándar",141.17,0,4,"Si",59669.67,0.236585856767768,135,0,0,"18-30 Jóvenes"
"EC-10934","Pichincha",39,20,"Asesor Directo","Familiar Estándar",45.01,0,5,"No",59669.67,0.0754319573076238,501,0,0,"31-55 Adultos"
"EC-10935","Azuay",33,34,"Broker Digital","Individual Premium",50.65,1,3,"Si",16510.84,0.306768159584855,129,0,0,"31-55 Adultos"
"EC-10936","Tungurahua",21,24,"Banca Seguros","Individual Premium",152.51,0,3,"No",6921.02,2.20357692941214,17,0,0,"18-30 Jóvenes"
"EC-10937","Manabí",57,59,"Banca Seguros","Familiar Estándar",36.29,1,3,"Si",11778.96,0.308091716076801,103,0,0,"56+ Adultos Mayores"
"EC-10938","Tungurahua",51,16,"Banca Seguros","Corporativo Empresarial",89.41,3,5,"No",6921.02,1.29186160421441,39,0,0,"31-55 Adultos"
"EC-10939","Pichincha",40,14,"Banca Seguros","Individual Premium",26.69,0,4,"No",59669.67,0.0447295921026545,550,0,0,"31-55 Adultos"
"EC-10940","Guayas",57,7,"Asesor Directo","Individual Premium",41.35,1,1,"No",53241.88,0.0776644250728938,441,0,0,"56+ Adultos Mayores"
"EC-10941","Azuay",21,20,"Asesor Directo","Individual Premium",117.62,1,3,"Si",16510.84,0.712380472465362,67,0,0,"18-30 Jóvenes"
"EC-10942","Pichincha",21,14,"Broker Digital","Individual Premium",155.88,0,4,"No",59669.67,0.261238247169793,84,0,0,"18-30 Jóvenes"
"EC-10943","Manabí",65,32,"Asesor Directo","Familiar Estándar",141.31,1,4,"Si",11778.96,1.19968146593587,28,0,0,"56+ Adultos Mayores"
"EC-10944","Pichincha",19,31,"Banca Seguros","Individual Premium",74.34,2,3,"Si",59669.67,0.124585907714925,386,0,0,"18-30 Jóvenes"
"EC-10945","Azuay",41,14,"Asesor Directo","Corporativo Empresarial",56.7,0,2,"No",16510.84,0.343410753177912,125,0,0,"31-55 Adultos"
